Show,EpId,ClipId,Start,Stop,is_probably_host,speaker,clip_silhouette_score,SEP12k,SEP28k-E,SEP28k-T,SEP28k-D,Unsure,PoorAudioQuality,Prolongation,Block,SoundRep,WordRep,DifficultToUnderstand,Interjection,NoStutteredWords,NaturalPause,Music,NoSpeech,target_label,vote_count,EpId_clean,ClipId_clean,audio_path
StutteringIsCool,28,34,29332960,29380960,True,Daniele Rossi,0.6479490995407104,,train,test,test,0,0,0,0,0,3,0,1,0,0,0,0,WordRep,3.0,28,34,../SEP-28k_CLIP/StutteringIsCool/28/StutteringIsCool_28_34.wav
WomenWhoStutter,97,132,25413920,25461920,True,Pamela Mertz,0.5134744048118591,,train,test,test,0,0,0,1,2,2,0,0,0,0,0,0,SoundRep,2.0,97,132,../SEP-28k_CLIP/WomenWhoStutter/97/WomenWhoStutter_97_132.wav
WomenWhoStutter,67,19,15471840,15519840,True,Pamela Mertz,0.4158571362495422,,train,test,test,0,1,0,2,1,0,0,1,0,0,0,0,Block,2.0,67,19,../SEP-28k_CLIP/WomenWhoStutter/67/WomenWhoStutter_67_19.wav
HeStutters,1,158,15173440,15221440,True,Pamela Mertz,0.5586645603179932,,train,test,test,0,0,0,0,2,2,0,0,0,0,0,0,SoundRep,2.0,1,158,../SEP-28k_CLIP/HeStutters/1/HeStutters_1_158.wav
WomenWhoStutter,38,24,19083040,19131040,True,Pamela Mertz,0.541111946105957,,train,test,test,0,0,0,0,0,0,0,3,3,0,0,0,Interjection,3.0,38,24,../SEP-28k_CLIP/WomenWhoStutter/38/WomenWhoStutter_38_24.wav
WomenWhoStutter,0,143,4512640,4560640,True,Pamela Mertz,0.210151270031929,,train,test,test,0,0,0,0,1,3,0,2,0,0,0,0,WordRep,3.0,0,143,../SEP-28k_CLIP/WomenWhoStutter/0/WomenWhoStutter_0_143.wav
MyStutteringLife,35,150,32966400,33014400,True,Pedro Peña,,,train,test,test,0,0,0,0,2,0,0,0,1,1,0,0,SoundRep,2.0,35,150,../SEP-28k_CLIP/MyStutteringLife/35/MyStutteringLife_35_150.wav
HeStutters,22,92,19838080,19886080,True,Pamela Mertz,0.5418562889099121,,train,test,test,0,0,1,0,0,2,0,2,0,0,0,0,WordRep,2.0,22,92,../SEP-28k_CLIP/HeStutters/22/HeStutters_22_92.wav
MyStutteringLife,23,175,53668800,53716800,False,MyStutteringLife_23_1,0.6241921186447144,train,dev,dev,train,0,0,0,0,0,3,0,3,0,1,0,0,WordRep,3.0,23,175,../SEP-28k_CLIP/MyStutteringLife/23/MyStutteringLife_23_175.wav
HVSA,1,6,10651360,10699360,False,HVSA_1_0,0.551112174987793,train,dev,dev,train,0,0,2,0,0,0,0,3,1,0,0,0,Prolongation,2.0,1,6,../SEP-28k_CLIP/HVSA/1/HVSA_1_6.wav
StutterTalk,64,141,15386080,15434080,False,StutterTalk_64_0,0.3741154968738556,train,test,train,dev,0,0,0,0,0,3,0,0,0,0,0,0,WordRep,3.0,64,141,../SEP-28k_CLIP/StutterTalk/64/StutterTalk_64_141.wav
IStutterSoWhat,2,178,1808640,1856640,False,IStutterSoWhat_2_1,0.49895840883255,train,dev,dev,train,0,1,1,3,1,0,0,1,0,0,0,0,Block,3.0,2,178,../SEP-28k_CLIP/IStutterSoWhat/2/IStutterSoWhat_2_178.wav
StutterTalk,33,5,48302080,48350080,True,Peter Reitzes,0.3974112570285797,,train,test,test,0,0,0,0,0,3,0,1,0,0,0,0,WordRep,3.0,33,5,../SEP-28k_CLIP/StutterTalk/33/StutterTalk_33_5.wav
StutterTalk,71,13,6763200,6811200,True,Peter Reitzes,0.7144242525100708,,train,test,test,0,0,0,2,0,0,0,0,1,1,0,0,Block,2.0,71,13,../SEP-28k_CLIP/StutterTalk/71/StutterTalk_71_13.wav
HeStutters,12,77,5862400,5910400,True,Pamela Mertz,0.4154684841632843,,train,test,test,0,0,0,0,0,3,0,2,0,0,0,0,WordRep,3.0,12,77,../SEP-28k_CLIP/HeStutters/12/HeStutters_12_77.wav
WomenWhoStutter,81,148,26035360,26083360,True,Pamela Mertz,0.5319137573242188,,train,test,test,0,0,0,0,0,3,0,0,0,1,0,0,WordRep,3.0,81,148,../SEP-28k_CLIP/WomenWhoStutter/81/WomenWhoStutter_81_148.wav
StutteringIsCool,11,7,3764960,3812960,True,Daniele Rossi,,,train,test,test,0,0,0,0,0,0,0,3,3,0,0,0,Interjection,3.0,11,7,../SEP-28k_CLIP/StutteringIsCool/11/StutteringIsCool_11_7.wav
WomenWhoStutter,96,78,2865600,2913600,True,Pamela Mertz,0.5350461006164551,,train,test,test,0,0,0,2,0,0,0,0,1,0,0,0,Block,2.0,96,78,../SEP-28k_CLIP/WomenWhoStutter/96/WomenWhoStutter_96_78.wav
WomenWhoStutter,87,121,1744000,1792000,False,WomenWhoStutter_87_1,0.5848570466041565,train,test,train,dev,0,0,0,1,0,3,0,2,0,0,0,0,WordRep,3.0,87,121,../SEP-28k_CLIP/WomenWhoStutter/87/WomenWhoStutter_87_121.wav
StrongVoices,21,104,8735040,8783040,False,StrongVoices_21_0,0.7697903513908386,train,test,train,dev,0,0,0,2,0,0,1,0,1,0,0,0,Block,2.0,21,104,../SEP-28k_CLIP/StrongVoices/21/StrongVoices_21_104.wav
HeStutters,18,129,18447360,18495360,False,HeStutters_18_0,0.5087251663208008,train,test,train,dev,0,0,1,3,0,0,0,0,0,1,0,0,Block,3.0,18,129,../SEP-28k_CLIP/HeStutters/18/HeStutters_18_129.wav
WomenWhoStutter,34,30,32675520,32723520,True,Pamela Mertz,0.4006545543670654,,train,test,test,0,0,1,0,3,0,0,3,0,0,0,0,SoundRep,3.0,34,30,../SEP-28k_CLIP/WomenWhoStutter/34/WomenWhoStutter_34_30.wav
WomenWhoStutter,0,275,24240320,24288320,True,Pamela Mertz,0.5313363671302795,,train,test,test,0,0,3,0,0,0,0,0,0,0,0,0,Prolongation,3.0,0,275,../SEP-28k_CLIP/WomenWhoStutter/0/WomenWhoStutter_0_275.wav
WomenWhoStutter,97,155,26769600,26817600,False,WomenWhoStutter_97_1,0.6502337455749512,train,test,train,dev,0,0,0,1,0,0,0,3,2,1,0,0,Interjection,3.0,97,155,../SEP-28k_CLIP/WomenWhoStutter/97/WomenWhoStutter_97_155.wav
MyStutteringLife,23,106,35504160,35552160,False,MyStutteringLife_23_1,0.6828418970108032,train,dev,dev,train,0,0,0,0,2,1,0,0,0,2,0,0,SoundRep,2.0,23,106,../SEP-28k_CLIP/MyStutteringLife/23/MyStutteringLife_23_106.wav
StutterTalk,45,30,75393120,75441120,True,Peter Reitzes,0.4425675272941589,,train,test,test,0,0,0,0,0,3,0,0,0,0,0,0,WordRep,3.0,45,30,../SEP-28k_CLIP/StutterTalk/45/StutterTalk_45_30.wav
HeStutters,21,155,24028800,24076800,True,Pamela Mertz,0.4601672887802124,,train,test,test,0,0,2,1,0,0,1,2,1,0,0,0,Prolongation,2.0,21,155,../SEP-28k_CLIP/HeStutters/21/HeStutters_21_155.wav
WomenWhoStutter,37,8,39924320,39972320,True,Pamela Mertz,0.2562616169452667,,train,test,test,0,0,0,0,1,3,0,0,0,0,0,0,WordRep,3.0,37,8,../SEP-28k_CLIP/WomenWhoStutter/37/WomenWhoStutter_37_8.wav
HeStutters,1,246,24364160,24412160,True,Pamela Mertz,0.5082809329032898,,train,test,test,0,0,3,0,0,0,0,0,0,0,0,0,Prolongation,3.0,1,246,../SEP-28k_CLIP/HeStutters/1/HeStutters_1_246.wav
StutteringIsCool,79,35,13534240,13582240,False,StutteringIsCool_79_0,0.7984782457351685,train,test,train,dev,0,0,0,0,3,0,0,0,0,0,0,0,SoundRep,3.0,79,35,../SEP-28k_CLIP/StutteringIsCool/79/StutteringIsCool_79_35.wav
HVSA,2,148,31306880,31354880,True,TJ Travor,0.6779441237449646,train,test,train,dev,0,0,0,0,0,0,0,3,3,2,0,0,Interjection,3.0,2,148,../SEP-28k_CLIP/HVSA/2/HVSA_2_148.wav
HeStutters,22,181,39271840,39319840,True,Pamela Mertz,0.5407403707504272,,train,test,test,0,0,0,2,1,1,1,1,0,0,0,0,Block,2.0,22,181,../SEP-28k_CLIP/HeStutters/22/HeStutters_22_181.wav
StrongVoices,12,21,10843840,10891840,False,StrongVoices_12_1,0.5399006009101868,train,test,train,dev,0,0,0,1,2,0,0,0,1,0,0,0,SoundRep,2.0,12,21,../SEP-28k_CLIP/StrongVoices/12/StrongVoices_12_21.wav
StutteringIsCool,37,20,11740480,11788480,False,StutteringIsCool_37_0,0.7763742208480835,train,test,train,dev,0,0,1,2,2,0,1,0,0,0,0,0,Block,2.0,37,20,../SEP-28k_CLIP/StutteringIsCool/37/StutteringIsCool_37_20.wav
StutterTalk,72,34,3565280,3613280,True,Reuben Schuff,0.5510631799697876,train,test,train,dev,0,0,1,0,0,3,0,1,0,2,0,0,WordRep,3.0,72,34,../SEP-28k_CLIP/StutterTalk/72/StutterTalk_72_34.wav
HVSA,3,95,27048000,27096000,True,TJ Travor,0.5746598243713379,train,test,train,dev,0,0,0,0,2,0,0,2,1,0,0,0,SoundRep,2.0,3,95,../SEP-28k_CLIP/HVSA/3/HVSA_3_95.wav
WomenWhoStutter,97,129,24935520,24983520,False,WomenWhoStutter_97_1,0.5063892006874084,train,test,train,dev,0,0,0,3,0,0,0,1,0,0,0,0,Block,3.0,97,129,../SEP-28k_CLIP/WomenWhoStutter/97/WomenWhoStutter_97_129.wav
HeStutters,21,160,24384800,24432800,True,Pamela Mertz,0.3989188969135284,,train,test,test,0,0,0,0,0,2,1,1,1,0,0,0,WordRep,2.0,21,160,../SEP-28k_CLIP/HeStutters/21/HeStutters_21_160.wav
HeStutters,11,166,1048960,1096960,False,HeStutters_11_0,0.5163564085960388,train,test,train,dev,0,0,1,0,1,2,1,3,0,0,0,0,WordRep,2.0,11,166,../SEP-28k_CLIP/HeStutters/11/HeStutters_11_166.wav
WomenWhoStutter,60,37,23484800,23532800,True,Pamela Mertz,0.3082644641399383,,train,test,test,0,0,1,0,0,3,0,2,0,1,0,0,WordRep,3.0,60,37,../SEP-28k_CLIP/WomenWhoStutter/60/WomenWhoStutter_60_37.wav
StutteringIsCool,58,16,7346560,7394560,True,Daniele Rossi,0.5449859499931335,,train,test,test,0,0,0,3,2,3,0,0,0,0,0,0,Block,3.0,58,16,../SEP-28k_CLIP/StutteringIsCool/58/StutteringIsCool_58_16.wav
StrongVoices,23,257,24663360,24711360,False,StrongVoices_23_1,0.7258141040802002,train,dev,dev,train,0,0,2,0,0,0,0,0,1,0,0,0,Prolongation,2.0,23,257,../SEP-28k_CLIP/StrongVoices/23/StrongVoices_23_257.wav
StutteringIsCool,34,193,21142400,21190400,True,Daniele Rossi,0.1179591715335846,,train,test,test,0,0,2,0,0,0,1,0,1,0,0,0,Prolongation,2.0,34,193,../SEP-28k_CLIP/StutteringIsCool/34/StutteringIsCool_34_193.wav
StutterTalk,5,13,16450080,16498080,True,Peter Reitzes,0.643791675567627,,train,test,test,0,0,0,0,0,3,0,0,0,1,0,0,WordRep,3.0,5,13,../SEP-28k_CLIP/StutterTalk/5/StutterTalk_5_13.wav
MyStutteringLife,39,17,35801280,35849280,True,Pedro Peña,0.5681705474853516,,train,test,test,0,0,0,0,0,0,0,3,3,0,0,0,Interjection,3.0,39,17,../SEP-28k_CLIP/MyStutteringLife/39/MyStutteringLife_39_17.wav
StrongVoices,10,217,34506240,34554240,False,StrongVoices_10_1,0.7750115990638733,train,dev,dev,train,0,0,1,3,0,0,0,0,0,1,0,0,Block,3.0,10,217,../SEP-28k_CLIP/StrongVoices/10/StrongVoices_10_217.wav
StutteringIsCool,76,27,25820800,25868800,True,Daniele Rossi,0.501522421836853,,train,test,test,0,0,0,1,0,3,0,2,0,0,0,0,WordRep,3.0,76,27,../SEP-28k_CLIP/StutteringIsCool/76/StutteringIsCool_76_27.wav
StutteringIsCool,19,28,21322880,21370880,True,Daniele Rossi,0.322608470916748,,train,test,test,0,0,0,2,0,0,0,0,1,0,0,0,Block,2.0,19,28,../SEP-28k_CLIP/StutteringIsCool/19/StutteringIsCool_19_28.wav
MyStutteringLife,32,10,8884800,8932800,True,Pedro Peña,,,train,test,test,0,0,0,1,2,0,0,1,0,0,0,0,SoundRep,2.0,32,10,../SEP-28k_CLIP/MyStutteringLife/32/MyStutteringLife_32_10.wav
StrongVoices,32,51,10280160,10328160,False,StrongVoices_32_1,0.6926280856132507,train,test,train,dev,0,0,3,1,0,0,0,0,0,1,0,0,Prolongation,3.0,32,51,../SEP-28k_CLIP/StrongVoices/32/StrongVoices_32_51.wav
WomenWhoStutter,16,10,15653120,15701120,True,Pamela Mertz,0.5587165951728821,,train,test,test,0,0,0,0,0,2,1,0,1,0,0,0,WordRep,2.0,16,10,../SEP-28k_CLIP/WomenWhoStutter/16/WomenWhoStutter_16_10.wav
WomenWhoStutter,74,151,20959680,21007680,False,WomenWhoStutter_74_1,0.2621964812278747,train,dev,dev,train,0,0,0,0,0,3,0,0,0,1,0,0,WordRep,3.0,74,151,../SEP-28k_CLIP/WomenWhoStutter/74/WomenWhoStutter_74_151.wav
HeStutters,12,122,11478720,11526720,True,Pamela Mertz,0.3703682720661163,,train,test,test,0,0,0,1,0,0,1,3,2,2,0,0,Interjection,3.0,12,122,../SEP-28k_CLIP/HeStutters/12/HeStutters_12_122.wav
StutteringIsCool,27,37,16262400,16310400,True,Daniele Rossi,0.776505708694458,,train,test,test,0,1,0,1,2,0,0,0,1,0,0,0,SoundRep,2.0,27,37,../SEP-28k_CLIP/StutteringIsCool/27/StutteringIsCool_27_37.wav
HVSA,1,103,5717440,5765440,True,TJ Travor,0.6382431387901306,train,test,train,dev,0,0,0,1,0,3,1,0,0,0,0,0,WordRep,3.0,1,103,../SEP-28k_CLIP/HVSA/1/HVSA_1_103.wav
StutteringIsCool,76,7,8523200,8571200,False,StutteringIsCool_76_2,0.609798014163971,train,test,train,dev,0,0,1,0,2,0,0,0,0,0,0,0,SoundRep,2.0,76,7,../SEP-28k_CLIP/StutteringIsCool/76/StutteringIsCool_76_7.wav
StutterTalk,11,6,35088800,35136800,False,StutterTalk_11_1,0.488494724035263,train,dev,dev,train,0,0,0,0,3,0,0,0,0,0,0,0,SoundRep,3.0,11,6,../SEP-28k_CLIP/StutterTalk/11/StutterTalk_11_6.wav
HeStutters,2,196,26992320,27040320,True,Pamela Mertz,0.3880989551544189,,train,test,test,0,3,0,0,0,0,0,3,3,1,0,0,Interjection,3.0,2,196,../SEP-28k_CLIP/HeStutters/2/HeStutters_2_196.wav
WomenWhoStutter,0,80,37916960,37964960,True,Pamela Mertz,0.3772828876972198,,train,test,test,0,0,2,0,0,0,1,0,1,0,0,0,Prolongation,2.0,0,80,../SEP-28k_CLIP/WomenWhoStutter/0/WomenWhoStutter_0_80.wav
MyStutteringLife,35,194,52941440,52989440,True,Pedro Peña,,,train,test,test,0,0,0,0,0,3,0,1,0,1,0,0,WordRep,3.0,35,194,../SEP-28k_CLIP/MyStutteringLife/35/MyStutteringLife_35_194.wav
IStutterSoWhat,3,78,8165600,8213600,False,IStutterSoWhat_3_3,0.7104155421257019,train,test,train,dev,0,0,0,3,0,0,0,2,1,0,0,0,Block,3.0,3,78,../SEP-28k_CLIP/IStutterSoWhat/3/IStutterSoWhat_3_78.wav
StutteringIsCool,80,161,17211680,17259680,True,Daniele Rossi,0.6539216041564941,,train,test,test,0,0,3,1,0,0,0,1,0,0,0,0,Prolongation,3.0,80,161,../SEP-28k_CLIP/StutteringIsCool/80/StutteringIsCool_80_161.wav
WomenWhoStutter,95,5,22513280,22561280,True,Pamela Mertz,0.1517704129219055,,train,test,test,0,0,0,1,1,3,0,3,0,0,0,0,WordRep,3.0,95,5,../SEP-28k_CLIP/WomenWhoStutter/95/WomenWhoStutter_95_5.wav
StutterTalk,25,173,46365440,46413440,True,Peter Reitzes,0.4817773401737213,,train,test,test,0,0,0,2,0,0,0,2,1,0,0,0,Block,2.0,25,173,../SEP-28k_CLIP/StutterTalk/25/StutterTalk_25_173.wav
WomenWhoStutter,57,163,14732800,14780800,True,Pamela Mertz,0.4528115093708038,,train,test,test,0,0,0,0,0,3,0,2,0,0,0,0,WordRep,3.0,57,163,../SEP-28k_CLIP/WomenWhoStutter/57/WomenWhoStutter_57_163.wav
StutterTalk,6,75,20415520,20463520,True,Peter Reitzes,0.1468493044376373,,train,test,test,0,0,2,1,0,0,0,0,0,0,0,0,Prolongation,2.0,6,75,../SEP-28k_CLIP/StutterTalk/6/StutterTalk_6_75.wav
MyStutteringLife,32,65,3328160,3376160,True,Pedro Peña,,,train,test,test,0,0,1,2,1,1,0,0,0,0,0,0,Block,2.0,32,65,../SEP-28k_CLIP/MyStutteringLife/32/MyStutteringLife_32_65.wav
HeStutters,11,169,29654400,29702400,False,HeStutters_11_0,0.5180553197860718,train,test,train,dev,0,0,0,0,0,1,0,3,2,0,0,0,Interjection,3.0,11,169,../SEP-28k_CLIP/HeStutters/11/HeStutters_11_169.wav
HVSA,1,97,5380320,5428320,True,TJ Travor,0.5875681638717651,train,test,train,dev,0,0,0,0,0,3,0,0,0,0,0,0,WordRep,3.0,1,97,../SEP-28k_CLIP/HVSA/1/HVSA_1_97.wav
StutteringIsCool,68,0,35582240,35630240,False,StutteringIsCool_68_0,0.5510222911834717,train,dev,dev,train,0,0,0,1,0,0,0,3,2,0,0,0,Interjection,3.0,68,0,../SEP-28k_CLIP/StutteringIsCool/68/StutteringIsCool_68_0.wav
StutterTalk,26,10,6974560,7022560,False,StutterTalk_26_1,0.6942929029464722,train,test,train,dev,0,0,0,3,0,0,1,0,0,1,0,0,Block,3.0,26,10,../SEP-28k_CLIP/StutterTalk/26/StutterTalk_26_10.wav
WomenWhoStutter,101,95,911520,959520,False,WomenWhoStutter_101_1,0.5245959162712097,train,dev,dev,train,0,0,0,3,1,0,0,0,0,0,0,0,Block,3.0,101,95,../SEP-28k_CLIP/WomenWhoStutter/101/WomenWhoStutter_101_95.wav
StutterTalk,14,5,28318560,28366560,False,StutterTalk_14_1,0.3631960451602936,train,test,train,dev,0,0,1,0,0,0,0,3,2,3,0,0,Interjection,3.0,14,5,../SEP-28k_CLIP/StutterTalk/14/StutterTalk_14_5.wav
MyStutteringLife,18,6,6909920,6957920,False,MyStutteringLife_18_1,0.5616610646247864,train,test,train,dev,1,0,1,0,2,0,1,0,0,1,0,0,SoundRep,2.0,18,6,../SEP-28k_CLIP/MyStutteringLife/18/MyStutteringLife_18_6.wav
StutteringIsCool,8,1,24113120,24161120,True,Daniele Rossi,0.4200552403926849,,train,test,test,0,0,0,0,0,3,0,3,0,1,0,0,WordRep,3.0,8,1,../SEP-28k_CLIP/StutteringIsCool/8/StutteringIsCool_8_1.wav
StutteringIsCool,46,94,15901280,15949280,True,Daniele Rossi,0.442405492067337,,train,test,test,0,0,0,0,0,3,0,1,0,0,0,0,WordRep,3.0,46,94,../SEP-28k_CLIP/StutteringIsCool/46/StutteringIsCool_46_94.wav
WomenWhoStutter,108,35,24847680,24895680,True,Pamela Mertz,0.5425851941108704,,train,test,test,0,0,0,3,0,1,0,2,0,0,0,0,Block,3.0,108,35,../SEP-28k_CLIP/WomenWhoStutter/108/WomenWhoStutter_108_35.wav
StrongVoices,32,119,26173440,26221440,False,StrongVoices_32_0,0.4529621303081512,train,test,train,dev,0,0,0,2,0,0,0,0,1,2,0,0,Block,2.0,32,119,../SEP-28k_CLIP/StrongVoices/32/StrongVoices_32_119.wav
HeStutters,16,159,30507520,30555520,False,HeStutters_16_1,0.6682509183883667,train,test,train,dev,0,0,2,0,0,1,0,0,0,0,0,0,Prolongation,2.0,16,159,../SEP-28k_CLIP/HeStutters/16/HeStutters_16_159.wav
StutterTalk,37,78,6803200,6851200,True,Christopher Constantino,0.5199490189552307,train,dev,dev,train,0,0,0,0,0,3,2,0,0,0,0,0,WordRep,3.0,37,78,../SEP-28k_CLIP/StutterTalk/37/StutterTalk_37_78.wav
WomenWhoStutter,57,22,23921920,23969920,False,WomenWhoStutter_57_1,0.7133987545967102,train,dev,dev,train,0,0,1,2,0,3,0,0,0,0,0,0,Block,2.0,57,22,../SEP-28k_CLIP/WomenWhoStutter/57/WomenWhoStutter_57_22.wav
WomenWhoStutter,81,27,9236000,9284000,False,WomenWhoStutter_81_1,0.6062681674957275,train,test,train,dev,0,0,0,1,0,0,0,3,2,0,0,0,Interjection,3.0,81,27,../SEP-28k_CLIP/WomenWhoStutter/81/WomenWhoStutter_81_27.wav
HeStutters,10,15,12671040,12719040,True,Pamela Mertz,0.4209371209144592,,train,test,test,0,0,0,0,0,0,0,3,3,1,0,0,Interjection,3.0,10,15,../SEP-28k_CLIP/HeStutters/10/HeStutters_10_15.wav
StutterTalk,16,2,50262560,50310560,True,Reuben Schuff,0.3541991412639618,train,test,train,dev,0,0,0,1,3,3,1,0,0,1,0,0,SoundRep,3.0,16,2,../SEP-28k_CLIP/StutterTalk/16/StutterTalk_16_2.wav
StutteringIsCool,74,35,27721920,27769920,True,Daniele Rossi,,,train,test,test,0,0,1,0,0,0,0,3,2,2,0,0,Interjection,3.0,74,35,../SEP-28k_CLIP/StutteringIsCool/74/StutteringIsCool_74_35.wav
WomenWhoStutter,19,96,12007200,12055200,True,Pamela Mertz,0.4511046111583709,,train,test,test,0,0,1,0,2,0,0,1,0,0,0,0,SoundRep,2.0,19,96,../SEP-28k_CLIP/WomenWhoStutter/19/WomenWhoStutter_19_96.wav
HeStutters,16,30,44745120,44793120,False,HeStutters_16_1,0.7580446600914001,train,test,train,dev,0,1,2,0,0,2,0,1,1,0,0,0,Prolongation,2.0,16,30,../SEP-28k_CLIP/HeStutters/16/HeStutters_16_30.wav
StutterTalk,72,20,2593920,2641920,False,StutterTalk_72_1,0.5761114358901978,train,dev,dev,train,0,0,0,1,0,0,0,3,2,0,0,0,Interjection,3.0,72,20,../SEP-28k_CLIP/StutterTalk/72/StutterTalk_72_20.wav
StutterTalk,63,165,38967520,39015520,True,Chaya Goldstein,0.31266850233078,train,dev,dev,train,0,0,0,0,3,0,1,1,0,0,0,0,SoundRep,3.0,63,165,../SEP-28k_CLIP/StutterTalk/63/StutterTalk_63_165.wav
HeStutters,5,166,32702880,32750880,True,Pamela Mertz,0.5676853656768799,,train,test,test,0,0,0,0,0,0,0,3,3,2,0,0,Interjection,3.0,5,166,../SEP-28k_CLIP/HeStutters/5/HeStutters_5_166.wav
StutteringIsCool,78,38,30423040,30471040,True,Daniele Rossi,0.3322675824165344,,train,test,test,0,0,1,1,2,0,0,1,0,0,0,0,SoundRep,2.0,78,38,../SEP-28k_CLIP/StutteringIsCool/78/StutteringIsCool_78_38.wav
WomenWhoStutter,88,137,25063680,25111680,True,Pamela Mertz,0.4568526148796081,,train,test,test,0,0,0,0,0,3,0,1,0,0,0,0,WordRep,3.0,88,137,../SEP-28k_CLIP/WomenWhoStutter/88/WomenWhoStutter_88_137.wav
WomenWhoStutter,18,13,13044800,13092800,True,Pamela Mertz,0.337352991104126,,train,test,test,0,0,2,2,1,0,3,0,0,0,0,0,Prolongation,2.0,18,13,../SEP-28k_CLIP/WomenWhoStutter/18/WomenWhoStutter_18_13.wav
StutterTalk,78,27,49389440,49437440,False,StutterTalk_78_0,0.2069558352231979,train,test,train,dev,0,1,0,1,0,0,0,3,2,1,0,0,Interjection,3.0,78,27,../SEP-28k_CLIP/StutterTalk/78/StutterTalk_78_27.wav
StrongVoices,32,169,36326880,36374880,False,StrongVoices_32_0,0.6614048480987549,train,test,train,dev,0,0,3,1,1,0,1,0,0,1,0,0,Prolongation,3.0,32,169,../SEP-28k_CLIP/StrongVoices/32/StrongVoices_32_169.wav
StrongVoices,10,139,2017120,2065120,False,StrongVoices_10_0,0.6228266954421997,train,test,train,dev,0,0,0,2,0,0,0,0,1,2,0,0,Block,2.0,10,139,../SEP-28k_CLIP/StrongVoices/10/StrongVoices_10_139.wav
HVSA,3,111,31804640,31852640,True,TJ Travor,0.4647620022296905,train,test,train,dev,0,0,0,1,2,0,0,0,0,0,0,0,SoundRep,2.0,3,111,../SEP-28k_CLIP/HVSA/3/HVSA_3_111.wav
StutteringIsCool,81,35,36942400,36990400,True,Daniele Rossi,0.5379801392555237,,train,test,test,0,0,0,0,0,0,0,3,3,0,0,0,Interjection,3.0,81,35,../SEP-28k_CLIP/StutteringIsCool/81/StutteringIsCool_81_35.wav
WomenWhoStutter,10,107,15654080,15702080,True,Pamela Mertz,0.5388275980949402,,train,test,test,0,0,0,0,3,1,0,0,0,0,0,0,SoundRep,3.0,10,107,../SEP-28k_CLIP/WomenWhoStutter/10/WomenWhoStutter_10_107.wav
WomenWhoStutter,13,33,21597920,21645920,True,Pamela Mertz,0.2058735638856887,,train,test,test,0,0,0,2,0,0,0,0,1,1,0,0,Block,2.0,13,33,../SEP-28k_CLIP/WomenWhoStutter/13/WomenWhoStutter_13_33.wav
IStutterSoWhat,3,106,1855840,1903840,True,Evan Sherman,0.3031813204288482,train,dev,dev,train,0,0,0,1,3,0,0,0,0,0,0,0,SoundRep,3.0,3,106,../SEP-28k_CLIP/IStutterSoWhat/3/IStutterSoWhat_3_106.wav
HVSA,1,30,1384000,1432000,True,TJ Travor,0.5736101865768433,train,test,train,dev,0,0,0,2,1,1,0,0,0,0,0,0,Block,2.0,1,30,../SEP-28k_CLIP/HVSA/1/HVSA_1_30.wav
StutterTalk,20,11,68491360,68539360,True,Peter Reitzes,0.2882943451404571,,train,test,test,0,0,0,2,0,0,0,0,1,0,3,0,Block,2.0,20,11,../SEP-28k_CLIP/StutterTalk/20/StutterTalk_20_11.wav
WomenWhoStutter,74,145,20160160,20208160,True,Pamela Mertz,0.5529382228851318,,train,test,test,0,1,0,2,0,0,1,0,1,0,0,0,Block,2.0,74,145,../SEP-28k_CLIP/WomenWhoStutter/74/WomenWhoStutter_74_145.wav
StutteringIsCool,37,27,13733120,13781120,False,StutteringIsCool_37_0,0.8424965739250183,train,test,train,dev,0,0,3,1,0,0,0,0,0,0,0,0,Prolongation,3.0,37,27,../SEP-28k_CLIP/StutteringIsCool/37/StutteringIsCool_37_27.wav
StutterTalk,4,38,54579040,54627040,True,Peter Reitzes,0.4817530512809753,,train,test,test,0,0,0,0,0,0,0,3,3,1,0,0,Interjection,3.0,4,38,../SEP-28k_CLIP/StutterTalk/4/StutterTalk_4_38.wav
WomenWhoStutter,56,175,32007680,32055680,True,Pamela Mertz,0.6628527641296387,,train,test,test,0,0,0,1,2,0,0,2,0,0,0,0,SoundRep,2.0,56,175,../SEP-28k_CLIP/WomenWhoStutter/56/WomenWhoStutter_56_175.wav
StutteringIsCool,80,97,9073120,9121120,False,StutteringIsCool_80_0,0.3354325294494629,train,test,train,dev,0,0,0,0,3,0,0,1,0,0,0,0,SoundRep,3.0,80,97,../SEP-28k_CLIP/StutteringIsCool/80/StutteringIsCool_80_97.wav
WomenWhoStutter,30,168,16940000,16988000,True,Pamela Mertz,0.5158392786979675,,train,test,test,0,0,2,1,0,0,0,1,0,1,0,0,Prolongation,2.0,30,168,../SEP-28k_CLIP/WomenWhoStutter/30/WomenWhoStutter_30_168.wav
WomenWhoStutter,86,12,2969440,3017440,True,Pamela Mertz,0.2610895931720733,,train,test,test,0,0,0,1,2,2,0,1,0,0,0,0,SoundRep,2.0,86,12,../SEP-28k_CLIP/WomenWhoStutter/86/WomenWhoStutter_86_12.wav
StutterTalk,63,174,4376480,4424480,True,Chaya Goldstein,0.5051655173301697,train,dev,dev,train,0,0,0,0,1,2,0,2,1,0,0,0,WordRep,2.0,63,174,../SEP-28k_CLIP/StutterTalk/63/StutterTalk_63_174.wav
